timestamp,open,high,low,close,volume
2023-01-01 00:00:00+00:00,1200.0,1207.8829831230992,1188.4575707322674,1196.316355432066,1259.8477184050437
2023-01-01 01:00:00+00:00,1196.316355432066,1203.368617249618,1183.9303365376663,1190.950969508792,453.1003941405613
2023-01-01 02:00:00+00:00,1190.950969508792,1195.4132889789591,1184.445474955872,1188.900110155353,1077.4116606720893
2023-01-01 03:00:00+00:00,1188.900110155353,1205.4066504515595,1184.1137124225852,1200.573257746977,285.18903749846856
2023-01-01 04:00:00+00:00,1200.573257746977,1208.221859005288,1189.8837969502374,1197.5129013174703,568.5574199279416
2023-01-01 05:00:00+00:00,1197.5129013174703,1205.8692250486804,1188.2724152251274,1196.6225258578609,513.1810616735297
2023-01-01 06:00:00+00:00,1196.6225258578609,1203.1297428800299,1191.6451050295514,1198.1459851344632,761.4522801998763
2023-01-01 07:00:00+00:00,1198.1459851344632,1211.5891684694507,1191.603378694453,1205.009085324549,402.82650016568834
2023-01-01 08:00:00+00:00,1205.009085324549,1209.9372122375444,1198.4976501404606,1203.4192752053532,1381.55138367246
2023-01-01 09:00:00+00:00,1203.4192752053532,1206.7697079083953,1198.4503397091496,1201.796253767514,925.3421082195536
2023-01-01 10:00:00+00:00,1201.796253767514,1216.1232610041798,1194.9931794221961,1209.2778352578325,651.1190551072807
2023-01-01 11:00:00+00:00,1209.2778352578325,1220.7847495229748,1203.210663122245,1214.690421434409,654.6391413342609
2023-01-01 12:00:00+00:00,1214.690421434409,1225.8206960796695,1207.9959411292657,1219.1019029327633,904.4942952307755
2023-01-01 13:00:00+00:00,1219.1019029327633,1225.6668854232166,1214.3999438963335,1220.9577684914432,324.93182045077634
2023-01-01 14:00:00+00:00,1220.9577684914432,1240.4855642044172,1215.127309392836,1234.5900068605758,1157.6231916563743
2023-01-01 15:00:00+00:00,1234.5900068605758,1242.4449161914831,1228.2882548034727,1236.135276571283,918.0654080254131
2023-01-01 16:00:00+00:00,1236.135276571283,1248.0233943694734,1233.8250929997446,1245.6953442167962,388.9419316084273
2023-01-01 17:00:00+00:00,1245.6953442167962,1256.0873206252315,1237.8914190419582,1248.2672829893263,232.18322899492537
2023-01-01 18:00:00+00:00,1248.2672829893263,1259.8439216806414,1244.2366339771831,1255.7889851287136,980.7640251221134
2023-01-01 19:00:00+00:00,1255.7889851287136,1267.4311540187452,1249.2919698584446,1260.9076565236678,442.9742512079029
2023-01-01 20:00:00+00:00,1260.9076565236678,1263.2082758215436,1257.8284236218506,1260.1276196848091,414.3999726211977
2023-01-01 21:00:00+00:00,1260.1276196848091,1270.6316805758036,1257.0169257419682,1267.5027806448013,557.1535444547915
2023-01-01 22:00:00+00:00,1267.5027806448013,1279.6452853258793,1262.527987550369,1274.6424698263063,513.1220334601168
2023-01-01 23:00:00+00:00,1274.6424698263063,1282.5424047951044,1270.1571131809383,1278.0450746774552,175.12911686984748
2023-01-02 00:00:00+00:00,1278.0450746774552,1285.9288555760131,1267.1206718592857,1274.9855798815195,266.38736798727655
2023-01-02 01:00:00+00:00,1274.9855798815195,1294.911211268503,1268.0749335474225,1287.9304017207974,978.0529697337946
2023-01-02 02:00:00+00:00,1287.9304017207974,1293.2762444903963,1285.0190867199765,1290.3594387488272,437.16061204756534
2023-01-02 03:00:00+00:00,1290.3594387488272,1294.5913498244547,1277.427013956791,1281.6302966113888,680.7603369550909
2023-01-02 04:00:00+00:00,1281.6302966113888,1288.9238663790532,1267.6171310038694,1274.8722416735293,372.8311534937369
2023-01-02 05:00:00+00:00,1274.8722416735293,1285.1099564575995,1268.7893996268303,1279.0073842619618,469.4790160879244
2023-01-02 06:00:00+00:00,1279.0073842619618,1286.743874830055,1276.5572733779616,1284.2836565359767,1664.6096571358207
2023-01-02 07:00:00+00:00,1284.2836565359767,1293.6854055252593,1281.4470014893077,1290.8342818180488,215.18898999238058
2023-01-02 08:00:00+00:00,1290.8342818180488,1296.8001344223828,1282.1397980851816,1288.0929812124282,185.07158926762148
2023-01-02 09:00:00+00:00,1288.0929812124282,1298.7428887945775,1279.8604866678343,1290.495042133547,243.21601971772145
2023-01-02 10:00:00+00:00,1290.495042133547,1305.458325868904,1285.368508876271,1300.2928704221345,5553.965602666849
2023-01-02 11:00:00+00:00,1300.2928704221345,1305.5602429877297,1291.8368109615285,1297.091213896874,686.3435816244713
2023-01-02 12:00:00+00:00,1297.091213896874,1303.0560842135199,1292.158644245973,1298.1196038084536,488.0449692176398
2023-01-02 13:00:00+00:00,1298.1196038084536,1306.153535396999,1295.16290292129,1303.1852964836141,234.48290505631584
2023-01-02 14:00:00+00:00,1303.1852964836141,1307.6259676400657,1299.3572687760561,1303.7961456003047,669.1207108604879
2023-01-02 15:00:00+00:00,1303.7961456003047,1311.3539891677742,1301.1073059272896,1308.6551287360155,352.8816631881712
2023-01-02 16:00:00+00:00,1308.6551287360155,1314.0634945853803,1300.7043077942799,1306.1021226661273,2878.0414350531296
2023-01-02 17:00:00+00:00,1306.1021226661273,1319.5706700475757,1302.2113535413,1315.6514542615805,1092.223421238092
2023-01-02 18:00:00+00:00,1315.6514542615805,1322.24427792977,1311.9508069634503,1318.5355183736178,316.26814906038294
2023-01-02 19:00:00+00:00,1318.5355183736178,1324.142561724483,1313.7800667044198,1319.3840497282852,189.79630270166993
2023-01-02 20:00:00+00:00,1319.3840497282852,1341.5148649411135,1311.9573462846122,1334.0058565588868,472.81813347225443
2023-01-02 21:00:00+00:00,1334.0058565588868,1355.5532029190176,1326.4430038768269,1347.9115151651558,405.0917440294193
2023-01-02 22:00:00+00:00,1347.9115151651558,1363.4647050412864,1339.9090147181157,1355.4176410047885,685.9928677087573
2023-01-02 23:00:00+00:00,1355.4176410047885,1358.79881338317,1344.7611605371194,1348.124138827304,2343.7473605906785
2023-01-03 00:00:00+00:00,1348.124138827304,1355.8201851185909,1341.2888228538652,1348.980527049402,242.34210844254068
2023-01-03 01:00:00+00:00,1348.980527049402,1367.3964599569076,1339.6911252258174,1358.0446404851868,572.303056816806
2023-01-03 02:00:00+00:00,1358.0446404851868,1370.1037551956647,1350.716428022192,1362.7501510920374,112.41656846201715
2023-01-03 03:00:00+00:00,1362.7501510920374,1373.0747696423325,1345.8727929100885,1356.1473868671412,405.05114600778296
2023-01-03 04:00:00+00:00,1356.1473868671412,1396.1953473125977,1337.7884870772914,1377.5467527465378,1197.2830010005503
2023-01-03 05:00:00+00:00,1377.5467527465378,1416.3817295648141,1357.6967176140317,1396.26201314871,1339.5967255788003
2023-01-03 06:00:00+00:00,1396.26201314871,1479.9861947219235,1342.5406463767017,1425.153234368604,2262.2215229414924
2023-01-03 07:00:00+00:00,1425.153234368604,1482.3235345573778,1356.428002392852,1413.115402610861,4371.61012118531
2023-01-03 08:00:00+00:00,1413.115402610861,1499.0583681001322,1341.4101290261508,1426.665524891966,41933.92841518914
2023-01-03 09:00:00+00:00,1426.665524891966,1568.1067069189364,1182.618309561274,1312.767518545448,2229.319920705026
2023-01-03 10:00:00+00:00,1312.767518545448,1409.178809507277,1262.149283849123,1356.8604223309972,4011.5716690127842
2023-01-03 11:00:00+00:00,1356.8604223309972,1459.0316936237618,1066.4857783824978,1153.3313589813476,3072.5832050101562
2023-01-03 12:00:00+00:00,1153.3313589813476,1412.5422350465353,1078.3651222700557,1326.3310628285496,3564.2781453881403
2023-01-03 13:00:00+00:00,1326.3310628285496,1417.3185860887884,1050.0420086330641,1127.381403404267,39482.11804799244
2023-01-03 14:00:00+00:00,1127.381403404267,1240.350558384004,910.2223083156548,1011.5884394658102,73442.58228508063
2023-01-03 15:00:00+00:00,1011.5884394658102,1053.8578872404821,938.4517258453395,979.3751334693488,28657.30222533307
2023-01-03 16:00:00+00:00,979.3751334693488,1086.423479280963,855.0193297048329,959.94377565429,10178.351183111889
2023-01-03 17:00:00+00:00,959.94377565429,983.6891723125731,932.2415637741873,955.8866012040701,3802.6299913382754
2023-01-03 18:00:00+00:00,955.8866012040701,992.081791397421,936.6582308309536,972.5188509427584,6344.292533183854
2023-01-03 19:00:00+00:00,972.5188509427584,1016.1861739410353,941.3303852354585,984.6099493659564,4305.377405829745
2023-01-03 20:00:00+00:00,984.6099493659564,1001.8796729421576,935.0053517214164,951.6978075254896,3616.147023535325
2023-01-03 21:00:00+00:00,951.6978075254896,1063.987867191043,919.9204073600241,1029.608995245392,2035.0090338650537
2023-01-03 22:00:00+00:00,1029.608995245392,1067.9878253594002,1009.1177295973499,1047.1475084360477,9969.670847061552
2023-01-03 23:00:00+00:00,1047.1475084360477,1095.3962587300812,1027.5206678805625,1075.242823530318,7664.777746767398
2023-01-04 00:00:00+00:00,1075.242823530318,1125.7014226363797,976.2414631715251,1024.3099008453798,4306.673795658726
2023-01-04 01:00:00+00:00,1024.3099008453798,1043.665395930887,995.5711571314603,1014.745930164631,2788.317651785845
2023-01-04 02:00:00+00:00,1014.745930164631,1114.824723500804,983.9047953150567,1081.941321647836,2674.514625884318
2023-01-04 03:00:00+00:00,1081.941321647836,1119.9096782724478,1062.0395655082034,1099.6815988256467,806.8103474939857
2023-01-04 04:00:00+00:00,1099.6815988256467,1211.9673755840495,1071.2593466723745,1181.4322060422578,6242.272081566485
2023-01-04 05:00:00+00:00,1181.4322060422578,1228.646513381412,1135.10664750653,1182.287420718754,2492.265579229801
2023-01-04 06:00:00+00:00,1182.287420718754,1249.944418444522,1147.3225566861227,1214.0404918824245,7906.676195697495
